1.801310946190854793e+03,2.103861788411101770e+03,2.423390223500702177e+03,2.751575861619933676e+03,3.077672644490772200e+03,3.388600942770466645e+03,3.669230883969566548e+03,3.902876573187508257e+03,4.072005284327399295e+03,4.159146295747709701e+03,4.147962261401459727e+03,4.024423886324257182e+03,3.778008695478435129e+03,3.402829516010037878e+03,2.898590461037402292e+03,2.271269726104986148e+03,1.533440546307175055e+03,7.041642336758040983e+02,-1.915789498948446123e+02,-1.123916778660387081e+03,-2.059523969073430635e+03,-2.963386692153513650e+03,-3.800771806988693243e+03,-4.539255332031618309e+03,-5.150653274508969844e+03,-5.612701560802362110e+03,-5.910350560523941567e+03,-6.036571901431149854e+03,-5.992617648070638097e+03,-5.787719965286752995e+03,-5.438267958386591999e+03,-4.966542325561868893e+03,-4.399123271347491027e+03,-3.765109498296512811e+03,-3.094294261144621942e+03,-2.415438380097609752e+03,-1.754761329497419865e+03,-1.134742926863974390e+03,-5.732934984899434312e+02,-8.331378916730278661e+01,3.273687680348291451e+02,6.557302162454113841e+02,9.030113063316413218e+02,1.073987481810758254e+03,1.176129475897307202e+03,1.218732550640895397e+03,1.212082188933847647e+03,1.166709482729745559e+03,1.092772711969755392e+03,9.995846990348613872e+02
2.103861788411101770e+03,2.459970549291941097e+03,2.837051238447519609e+03,3.225611133447588600e+03,3.613318233448448609e+03,3.985092266158014354e+03,4.323416159975186929e+03,4.608891879809123566e+03,4.821046753971972976e+03,4.939374146511758227e+03,4.944567180017224018e+03,4.819878514349116813e+03,4.552515786311966622e+03,4.134964297489148521e+03,3.566118842930705796e+03,2.852107578383736836e+03,2.006703932869650998e+03,1.051247891888611548e+03,1.403412468298716931e+01,-1.070831453770518692e+03,-2.165057134413749282e+03,-3.228176494582909982e+03,-4.219808257044655875e+03,-5.101998825069010309e+03,-5.841467147586030478e+03,-6.411574531309253871e+03,-6.793862431240093429e+03,-6.979037312879012461e+03,-6.967329716405971340e+03,-6.768209565785607083e+03,-6.399495667598530417e+03,-5.885948306906495418e+03,-5.257474642707018575e+03,-4.547103338442322638e+03,-3.788895405425276749e+03,-3.015952408594479493e+03,-2.258662665801386538e+03,-1.543294079690755552e+03,-8.910030203308547243e+02,-3.172869016918036209e+02,1.681317329375560803e+02,5.610358764170384802e+02,8.621313217078119351e+02,1.076238006642368418e+03,1.211348415957279940e+03,1.277642308034934558e+03,1.286535910706503728e+03,1.249827494311695773e+03,1.178982344292109246e+03,1.084580933815247363e+03
2.423390223500702177e+03,2.837051238447519609e+03,3.276322780330700880e+03,3.730559617061929657e+03,4.185839051811121863e+03,4.625044637210931796e+03,5.028200062105590405e+03,5.373081913401435486e+03,5.636120104874256867e+03,5.793569619010102542e+03,5.822908626983362410e+03,5.704388641390636622e+03,5.422635333851205360e+03,4.968177522142536873e+03,4.338769971695605818e+03,3.540375824219217066e+03,2.587688344035531372e+03,1.504099484980960369e+03,3.210630727685584134e+02,-9.231499734809071924e+02,-2.185252591628116079e+03,-3.419193403944721922e+03,-4.578707424932348658e+03,-5.619979301465804383e+03,-6.504215137966497423e+03,-7.199920738842125502e+03,-7.684705694246915300e+03,-7.946472258566956953e+03,-7.983901405183742099e+03,-7.806210115245794441e+03,-7.432217260657665065e+03,-6.888813656905898824e+03,-6.208979011936890856e+03,-5.429520066669046173e+03,-4.588717661087603119e+03,-3.724065406723210799e+03,-2.870260851679445295e+03,-2.057574996697523602e+03,-1.310682468765962312e+03,-6.479878210378661834e+02,-8.143839269635498113e+01,3.832247259523510365e+02,7.458556545794530166e+02,1.011029154649940438e+03,1.187006211667096295e+03,1.284640167272207236e+03,1.316312044928686419e+03,1.294966022588372425e+03,1.233295130124156231e+03,1.143105793746268091e+03
2.751575861619933676e+03,3.225611133447588600e+03,3.730559617061929657e+03,4.254702766214198164e+03,4.782592990091914544e+03,5.295121994338965123e+03,5.769868283384035749e+03,6.181757880464197115e+03,6.504050433598657037e+03,6.709634984940303184e+03,6.772587737966694476e+03,6.669911025341776622e+03,6.383341928993673719e+03,5.901094555761014817e+03,5.219385634974497407e+03,4.343592039648292484e+03,3.288903030576829224e+03,2.080359868573298172e+03,7.522194545525758258e+02,-6.533665330572831635e+02,-2.088304956494857834e+03,-3.501034783003899065e+03,-4.839355569224820101e+03,-6.053405717413207640e+03,-7.098563860784714961e+03,-7.938046670894065755e+03,-8.544998435065230296e+03,-8.903910034951722992e+03,-9.011263177812465074e+03,-8.875363713960960013e+03,-8.515398329542666033e+03,-7.959814357160636064e+03,-7.244176169961536289e+03,-6.408688453338628278e+03,-5.495593562105912497e+03,-4.546646564463751929e+03,-3.600849194254989470e+03,-2.692586510659802570e+03,-1.850262711600103785e+03,-1.095481022363401507e+03,-4.427625364131829997e+02,1.002447988986195924e+02,5.321495698824313649e+02,8.568968423276226076e+02,1.082657989798015706e+03,1.220641281324421243e+03,1.283922118529779709e+03,1.286373028863289846e+03,1.241750949734547021e+03,1.162975858676478765e+03
3.077672644490772200e+03,3.613318233448448609e+03,4.185839051811121863e+03,4.782592990091914544e+03,5.386758482582480610e+03,5.977377412169145828e+03,6.529703990083773533e+03,7.015899523099415092e+03,7.406089414094903077e+03,7.669768392008718365e+03,7.777504897463419184e+03,7.702858842054960405e+03,7.424392495939114269e+03,6.927626350043521597e+03,6.206774675927387761e+03,5.266092735434409406e+03,4.120681499122003515e+03,2.796626913508416237e+03,1.330397775045050594e+03,-2.325144006896877045e+02,-1.839663855377679511e+03,-3.434311236415575877e+03,-4.958500746672931200e+03,-6.356332568872521733e+03,-7.577183394233436047e+03,-8.578625173947271833e+03,-9.328813751221940038e+03,-9.808163021291544283e+03,-1.001018225585373330e+04,-9.941427645361585746e+03,-9.620596088694852369e+03,-9.076861625188992548e+03,-8.347615212006008733e+03,-7.475810980244382336e+03,-6.507143119683437362e+03,-5.487276218206782687e+03,-4.459329865397447065e+03,-3.461779470137803401e+03,-2.526884956821169453e+03,-1.679703492143612493e+03,-9.376878150421340479e+02,-3.108234867451644732e+02,1.977794882800322398e+02,5.909502766312559743e+02,8.762972166327348305e+02,1.064944248186894356e+03,1.170272143241821595e+03,1.206753560608899988e+03,1.188947143859674270e+03,1.130690741945908485e+03
3.388600942770466645e+03,3.985092266158014354e+03,4.625044637210931796e+03,5.295121994338965123e+03,5.977377412169145828e+03,6.649258528485250281e+03,7.283941892767410536e+03,7.851042425813709997e+03,8.317719388537298073e+03,8.650167916722002701e+03,8.815447410260181641e+03,8.783558108781715418e+03,8.529639177992377881e+03,8.036130217930571234e+03,7.294717902912760110e+03,6.307884437938417250e+03,5.089887350554728073e+03,3.667031693120753516e+03,2.077144699095588294e+03,3.682257525858952931e+02,-1.403684404486662970e+03,-3.177299082004611591e+03,-4.889363939341238620e+03,-6.478185034867929062e+03,-7.887142551271987941e+03,-9.067919821406394476e+03,-9.983197050387532727e+03,-1.060860338788071749e+04,-1.093378528946724691e+04,-1.096252660948921948e+04,-1.071193828587082317e+04,-1.021081406140903346e+04,-9.497315339166289050e+03,-8.616196530993234774e+03,-7.615808036250902660e+03,-6.545115948100396054e+03,-5.450957153933717564e+03,-4.375709503404083989e+03,-3.355504745757390538e+03,-2.419053503218037349e+03,-1.587093226559989489e+03,-8.724177208338439868e+02,-2.804049399237363218e+02,1.900688765524139114e+02,5.454550329352533709e+02,7.962253222658101777e+02,9.555485795831497171e+02,1.038048136429172473e+03,1.058713082230077816e+03,1.032009978568606584e+03
3.669230883969566548e+03,4.323416159975186929e+03,5.028200062105590405e+03,5.769868283384035749e+03,6.529703990083773533e+03,7.283941892767410536e+03,8.004068446818278971e+03,8.657520951061240339e+03,9.208812917025357820e+03,9.621079415023366892e+03,9.857996279002298252e+03,9.885984383355154932e+03,9.676568996598960439e+03,9.208729371283970977e+03,8.471050192896242152e+03,7.463478618795483271e+03,6.198501446703619877e+03,4.701587650014446808e+03,3.010791028322635157e+03,1.175472578745169358e+03,-7.458232641822742153e+02,-2.688227472576995297e+03,-4.583958233812218168e+03,-6.366046409070950176e+03,-7.972098878533584866e+03,-9.347813056209564820e+03,-1.044997233242386210e+04,-1.124869489029665056e+04,-1.172877296706389825e+04,-1.189001935756205421e+04,-1.174662424826480128e+04,-1.132560916532057854e+04,-1.066453728375028368e+04,-9.808693518179765306e+03,-8.807979021413706505e+03,-7.713771117542775755e+03,-6.575982349756392978e+03,-5.440514860444436636e+03,-4.347254308804036555e+03,-3.328687634697354042e+03,-2.409168059588052529e+03,-1.604794997919455454e+03,-9.238309517328257243e+02,-3.675451684549177003e+02,6.864382657063512738e+01,3.938582039980761920e+02,6.204059094586425545e+02,7.624852919246104648e+02,8.350296059261252140e+02,8.527450570525713829e+02
3.902876573187508257e+03,4.608891879809123566e+03,5.373081913401435486e+03,6.181757880464197115e+03,7.015899523099415092e+03,7.851042425813709997e+03,8.657520951061240339e+03,9.401126295883388593e+03,1.004421395134345948e+04,1.054726072769568054e+04,1.087083049692586610e+04,1.097786318333014788e+04,1.083615766185429857e+04,1.042088115557021229e+04,9.716910649238267069e+03,8.720800417001919413e+03,7.442177432305344155e+03,5.904394766683843045e+03,4.144321370096437931e+03,2.211211660898068658e+03,1.646746162903824597e+02,-1.928157807187262051e+03,-3.996087464155509679e+03,-5.967693859579617310e+03,-7.775284469523256121e+03,-9.358654203978101577e+03,-1.066836806636929759e+04,-1.166831995227131483e+04,-1.233738305120013320e+04,-1.267004687266680776e+04,-1.267602399909327141e+04,-1.237889692310676401e+04,-1.181395273813574750e+04,-1.102541343504514043e+04,-1.006330683462904926e+04,-8.980235311878126595e+03,-7.828286963381028727e+03,-6.656299953345710492e+03,-5.507640767766486533e+03,-4.418597613231662763e+03,-3.417428191067276202e+03,-2.524043037755392561e+03,-1.750256823285089922e+03,-1.100504038259519803e+03,-5.728940994849862136e+02,-1.604739701997066277e+02,1.474276994461081358e+02,3.638848810925894099e+02,5.031740886598695397e+02,5.797509367934595730e+02
4.072005284327399295e+03,4.821046753971972976e+03,5.636120104874256867e+03,6.504050433598657037e+03,7.406089414094903077e+03,8.317719388537298073e+03,9.208812917025357820e+03,1.004421395134345948e+04,1.078478272545769869e+04,1.138891295902135244e+04,1.181448886677628798e+04,1.202120388212935723e+04,1.197311721259889600e+04,1.164128341663250103e+04,1.100625945170746490e+04,1.006027801358857687e+04,8.808879271694986528e+03,7.271817340250579946e+03,5.483102779185095642e+03,3.490105362413257808e+03,1.351717142532296975e+03,-8.643426383324431299e+02,-3.084920338556304159e+03,-5.235290266105479532e+03,-7.243209738332125198e+03,-9.042866190920400186e+03,-1.057841998650175447e+04,-1.180687907571678807e+04,-1.270009918216583173e+04,-1.324577966896439830e+04,-1.344741252613212237e+04,-1.332323073030425076e+04,-1.290428337602668034e+04,-1.223183045860110724e+04,-1.135429411949054520e+04,-1.032402239215945156e+04,-9.194115801450288927e+03,-8.015539134811875556e+03,-6.834695126233203155e+03,-5.691579957156885939e+03,-4.618579254338756073e+03,-3.639904237891436424e+03,-2.771616401125359516e+03,-2.022149593402346454e+03,-1.393212821229729116e+03,-8.809458629025509708e+02,-4.772017055055028436e+02,-1.708424622681028495e+02,5.104430576711604317e+01,2.020774150625009611e+02
4.159146295747709701e+03,4.939374146511758227e+03,5.793569619010102542e+03,6.709634984940303184e+03,7.669768392008718365e+03,8.650167916722002701e+03,9.621079415023366892e+03,1.054726072769568054e+04,1.138891295902135244e+04,1.210309793143982643e+04,1.264562102963966936e+04,1.297331330765576422e+04,1.304659997004099205e+04,1.283219907648414664e+04,1.230575988369547122e+04,1.145422972168186971e+04,1.027773586195942516e+04,8.790787024069817562e+03,7.022638390818916378e+03,5.016722220702752566e+03,2.829118872113486304e+03,5.261237005290211073e+02,-1.818954168075196094e+03,-4.129553294914590879e+03,-6.329918510084658919e+03,-8.349161431366985198e+03,-1.012502281126323578e+04,-1.160705984962282309e+04,-1.275903083581831743e+04,-1.356031954470404526e+04,-1.400632523471139029e+04,-1.410783203205139034e+04,-1.388945480669042081e+04,-1.338732907274671015e+04,-1.264626351034996696e+04,-1.171660144173719527e+04,-1.065104086402178837e+04,-9.501643076561074849e+03,-8.317221532054158160e+03,-7.141250956065374339e+03,-6.010378535957885106e+03,-4.953560586609735765e+03,-3.991795299217174943e+03,-3.138379373402958663e+03,-2.399586252035620873e+03,-1.775647302480244207e+03,-1.261913997122346245e+03,-8.500870443412804889e+02,-5.294147668354954703e+02,-2.877846887342834066e+02
