3.731794834136962891e+00,4.356963634490966797e+00,5.015914440155029297e+00,5.690992355346679688e+00,6.359507083892822266e+00,6.993951797485351562e+00,7.562623500823974609e+00,8.030688285827636719e+00,8.361681938171386719e+00,8.519429206848144531e+00,8.470289230346679688e+00,8.185605049133300781e+00,7.644189834594726562e+00,6.834661483764648438e+00,5.757390022277832031e+00,4.425884246826171875e+00,2.867406368255615234e+00,1.122697114944458008e+00,-7.552612423896789551e-01,-2.703430175781250000e+00,-4.651750564575195312e+00,-6.526847839355468750e+00,-8.256154060363769531e+00,-9.772136688232421875e+00,-1.101632881164550781e+01,-1.194281291961669922e+01,-1.252091121673583984e+01,-1.273684024810791016e+01,-1.259423923492431641e+01,-1.211350536346435547e+01,-1.133006191253662109e+01,-1.029167175292968750e+01,-9.055091857910156250e+00,-7.682307720184326172e+00,-6.236687660217285156e+00,-4.779329776763916016e+00,-3.365870237350463867e+00,-2.043940067291259766e+00,-8.513994216918945312e-01,1.846031695604324341e-01,1.047772884368896484e+00,1.732098817825317383e+00,2.240709066390991211e+00,2.584311246871948242e+00,2.779394388198852539e+00,2.846358299255371094e+00,2.807716846466064453e+00,2.686487197875976562e+00,2.504851341247558594e+00,2.283128023147583008e+00,2.039069414138793945e+00
4.356963634490966797e+00,5.094198703765869141e+00,5.874003410339355469e+00,6.676407814025878906e+00,7.475552558898925781e+00,8.239901542663574219e+00,8.932915687561035156e+00,9.514226913452148438e+00,9.941336631774902344e+00,1.017179012298583984e+01,1.016574478149414062e+01,9.888793945312500000e+00,9.314852714538574219e+00,8.428877830505371094e+00,7.229198455810546875e+00,5.729184150695800781e+00,3.958075046539306641e+00,1.960781455039978027e+00,-2.034082263708114624e-01,-2.463221311569213867e+00,-4.738784313201904297e+00,-6.945801734924316406e+00,-9.000241279602050781e+00,-1.082319355010986328e+01,-1.234552764892578125e+01,-1.351197528839111328e+01,-1.428432846069335938e+01,-1.464348888397216797e+01,-1.459023475646972656e+01,-1.414463424682617188e+01,-1.334422016143798828e+01,-1.224106311798095703e+01,-1.089805412292480469e+01,-9.384677886962890625e+00,-7.772648334503173828e+00,-6.131727695465087891e+00,-4.526037693023681641e+00,-3.011075973510742188e+00,-1.631602764129638672e+00,-4.204503297805786133e-01,6.017570495605468750e-01,1.426070094108581543e+00,2.054012060165405273e+00,2.495887994766235352e+00,2.768802881240844727e+00,2.894573926925659180e+00,2.897705554962158203e+00,2.803560972213745117e+00,2.636822462081909180e+00,2.420297622680664062e+00,2.174083948135375977e+00
5.015914440155029297e+00,5.874003410339355469e+00,6.785095214843750000e+00,7.727020263671875000e+00,8.670819282531738281e+00,9.580931663513183594e+00,1.041589641571044922e+01,1.112963199615478516e+01,1.167330837249755859e+01,1.199777221679687500e+01,1.205643844604492188e+01,1.180848503112792969e+01,1.122215270996093750e+01,1.027789306640625000e+01,8.971080780029296875e+00,7.314040660858154297e+00,5.337117195129394531e+00,3.088615655899047852e+00,6.334974765777587891e-01,-1.949166774749755859e+00,-4.569888114929199219e+00,-7.133380413055419922e+00,-9.543796539306640625e+00,-1.171021461486816406e+01,-1.355193901062011719e+01,-1.500321865081787109e+01,-1.601701164245605469e+01,-1.656748390197753906e+01,-1.665108680725097656e+01,-1.628612518310546875e+01,-1.551090812683105469e+01,-1.438065147399902344e+01,-1.296343994140625000e+01,-1.133556747436523438e+01,-9.576686859130859375e+00,-7.765101432800292969e+00,-5.973559856414794922e+00,-4.265811920166015625e+00,-2.694102048873901367e+00,-1.297685146331787109e+00,-1.023539081215858459e-01,8.791134953498840332e-01,1.645743370056152344e+00,2.206586599349975586e+00,2.578586101531982422e+00,2.784297704696655273e+00,2.849652767181396484e+00,2.801917552947998047e+00,2.667953252792358398e+00,2.472846984863281250e+00,2.238932371139526367e+00
5.690992355346679688e+00,6.676407814025878906e+00,7.727020263671875000e+00,8.818719863891601562e+00,9.919681549072265625e+00,1.099050045013427734e+01,1.198490905761718750e+01,1.285112476348876953e+01,1.353387069702148438e+01,1.397702980041503906e+01,1.412684059143066406e+01,1.393545341491699219e+01,1.336464500427246094e+01,1.238940143585205078e+01,1.100105571746826172e+01,9.209692001342773438e+00,7.045530319213867188e+00,4.559057235717773438e+00,1.819792985916137695e+00,-1.086339950561523438e+00,-4.060943603515625000e+00,-6.998145103454589844e+00,-9.790340423583984375e+00,-1.233427238464355469e+01,-1.453698253631591797e+01,-1.632118034362792969e+01,-1.762961006164550781e+01,-1.842807388305664062e+01,-1.870689964294433594e+01,-1.848076248168945312e+01,-1.778690528869628906e+01,-1.668196105957031250e+01,-1.523768711090087891e+01,-1.353595352172851562e+01,-1.166343498229980469e+01,-9.706419944763183594e+00,-7.746089935302734375e+00,-5.854595184326171875e+00,-4.092122077941894531e+00,-2.505059719085693359e+00,-1.125278949737548828e+00,2.957679517567157745e-02,9.549366235733032227e-01,1.657496333122253418e+00,2.152986049652099609e+00,2.463744640350341797e+00,2.616300344467163086e+00,2.639134883880615234e+00,2.560751676559448242e+00,2.408130645751953125e+00,2.205594539642333984e+00
6.359507083892822266e+00,7.475552558898925781e+00,8.670819282531738281e+00,9.919681549072265625e+00,1.118787097930908203e+01,1.243255043029785156e+01,1.360298919677734375e+01,1.464195632934570312e+01,1.548784542083740234e+01,1.607751464843750000e+01,1.634974479675292969e+01,1.624914169311523438e+01,1.573023796081542969e+01,1.476151084899902344e+01,1.332896900177001953e+01,1.143897056579589844e+01,9.119977951049804688e+00,6.422965526580810547e+00,3.420342206954956055e+00,2.033425867557525635e-01,-3.122033834457397461e+00,-6.440304756164550781e+00,-9.632671356201171875e+00,-1.258362960815429688e+01,-1.518754100799560547e+01,-1.735464286804199219e+01,-1.901606369018554688e+01,-2.012743186950683594e+01,-2.067082786560058594e+01,-2.065495872497558594e+01,-2.011359786987304688e+01,-1.910245323181152344e+01,-1.769478416442871094e+01,-1.597615623474121094e+01,-1.403877067565917969e+01,-1.197582626342773438e+01,-9.876333236694335938e+00,-7.820691585540771484e+00,-5.877303123474121094e+00,-4.100346088409423828e+00,-2.528721809387207031e+00,-1.186114549636840820e+00,-8.200246095657348633e-02,7.865899801254272461e-01,1.432838320732116699e+00,1.877604126930236816e+00,2.146885395050048828e+00,2.269417285919189453e+00,2.274567604064941406e+00,2.190616607666015625e+00,2.043464183807373047e+00
6.993951797485351562e+00,8.239901542663574219e+00,9.580931663513183594e+00,1.099050045013427734e+01,1.243255043029785156e+01,1.386146259307861328e+01,1.522266864776611328e+01,1.645402526855468750e+01,1.748798561096191406e+01,1.825457572937011719e+01,1.868504714965820312e+01,1.871607208251953125e+01,1.829420852661132812e+01,1.738032913208007812e+01,1.595365428924560547e+01,1.401503944396972656e+01,1.158913803100585938e+01,8.725197792053222656e+00,5.496242046356201172e+00,1.996617913246154785e+00,-1.662058830261230469e+00,-5.356330871582031250e+00,-8.957364082336425781e+00,-1.233799171447753906e+01,-1.537983417510986328e+01,-1.797993850708007812e+01,-2.005644607543945312e+01,-2.155284881591796875e+01,-2.244052886962890625e+01,-2.271944618225097656e+01,-2.241691780090332031e+01,-2.158471488952636719e+01,-2.029474258422851562e+01,-1.863368034362792969e+01,-1.669709587097167969e+01,-1.458345508575439453e+01,-1.238850307464599609e+01,-1.020037937164306641e+01,-8.095752716064453125e+00,-6.137132167816162109e+00,-4.371416091918945312e+00,-2.829621791839599609e+00,-1.527647137641906738e+00,-4.678619205951690674e-01,3.587113320827484131e-01,9.698823094367980957e-01,1.389678001403808594e+00,1.645831584930419922e+00,1.767532467842102051e+00,1.783545255661010742e+00,1.720754742622375488e+00
7.562623500823974609e+00,8.932915687561035156e+00,1.041589641571044922e+01,1.198490905761718750e+01,1.360298919677734375e+01,1.522266864776611328e+01,1.678646469116210938e+01,1.822817611694335938e+01,1.947502899169921875e+01,2.045069885253906250e+01,2.107908439636230469e+01,2.128872871398925781e+01,2.101756477355957031e+01,2.021774673461914062e+01,1.886010360717773438e+01,1.693792152404785156e+01,1.446960163116455078e+01,1.149991512298583984e+01,8.099598884582519531e+00,4.363215923309326172e+00,4.052840173244476318e-01,-3.645120620727539062e+00,-7.650953769683837891e+00,-1.147454643249511719e+01,-1.498516082763671875e+01,-1.806620597839355469e+01,-2.062156105041503906e+01,-2.258053779602050781e+01,-2.390111732482910156e+01,-2.457127761840820312e+01,-2.460834121704101562e+01,-2.405647659301757812e+01,-2.298264694213867188e+01,-2.147135353088378906e+01,-1.961867332458496094e+01,-1.752606201171875000e+01,-1.529438304901123047e+01,-1.301859474182128906e+01,-1.078338909149169922e+01,-8.660002708435058594e+00,-6.704274177551269531e+00,-4.955924034118652344e+00,-3.438955068588256836e+00,-2.162950277328491211e+00,-1.125059962272644043e+00,-3.124122321605682373e-01,2.952964901924133301e-01,7.232427000999450684e-01,9.991245269775390625e-01,1.151141285896301270e+00,1.206376433372497559e+00
8.030688285827636719e+00,9.514226913452148438e+00,1.112963199615478516e+01,1.285112476348876953e+01,1.464195632934570312e+01,1.645402526855468750e+01,1.822817611694335938e+01,1.989534759521484375e+01,2.137859344482421875e+01,2.259605216979980469e+01,2.346474456787109375e+01,2.390510368347167969e+01,2.384594535827636719e+01,2.322960090637207031e+01,2.201682281494140625e+01,2.019103050231933594e+01,1.776154708862304688e+01,1.476541900634765625e+01,1.126758575439453125e+01,7.359235286712646484e+00,3.154323339462280273e+00,-1.215558290481567383e+00,-5.607697010040283203e+00,-9.875706672668457031e+00,-1.387738609313964844e+01,-1.748242187500000000e+01,-2.057933425903320312e+01,-2.308120155334472656e+01,-2.492970466613769531e+01,-2.609725952148437500e+01,-2.658713531494140625e+01,-2.643161964416503906e+01,-2.568846893310546875e+01,-2.443599319458007812e+01,-2.276723480224609375e+01,-2.078371238708496094e+01,-1.858923530578613281e+01,-1.628420829772949219e+01,-1.396078109741210938e+01,-1.169911384582519531e+01,-9.564838409423828125e+00,-7.607792377471923828e+00,-5.861889839172363281e+00,-4.345996856689453125e+00,-3.065573930740356445e+00,-2.014853715896606445e+00,-1.179299354553222656e+00,-5.381284356117248535e-01,-6.670801341533660889e-02,2.613153457641601562e-01,4.722448289394378662e-01
8.361681938171386719e+00,9.941336631774902344e+00,1.167330837249755859e+01,1.353387069702148438e+01,1.548784542083740234e+01,1.748798561096191406e+01,1.947502899169921875e+01,2.137859344482421875e+01,2.311897850036621094e+01,2.460994911193847656e+01,2.576244926452636719e+01,2.648908996582031250e+01,2.670926284790039062e+01,2.635448837280273438e+01,2.537369537353515625e+01,2.373799324035644531e+01,2.144449424743652344e+01,1.851884651184082031e+01,1.501612663269042969e+01,1.101989841461181641e+01,6.639386653900146484e+00,2.004853010177612305e+00,-2.738583564758300781e+00,-7.438271999359130859e+00,-1.194200611114501953e+01,-1.610608673095703125e+01,-1.980285453796386719e+01,-2.292720031738281250e+01,-2.540151214599609375e+01,-2.717881965637207031e+01,-2.824388694763183594e+01,-2.861232185363769531e+01,-2.832781028747558594e+01,-2.745780563354492188e+01,-2.608811759948730469e+01,-2.431679153442382812e+01,-2.224785041809082031e+01,-1.998530006408691406e+01,-1.762783050537109375e+01,-1.526445770263671875e+01,-1.297133731842041016e+01,-1.080979537963867188e+01,-8.825530052185058594e+00,-7.048893928527832031e+00,-5.496027946472167969e+00,-4.170663356781005859e+00,-3.066317796707153320e+00,-2.168685197830200195e+00,-1.458004593849182129e+00,-9.112592935562133789e-01,-5.040859580039978027e-01
8.519429206848144531e+00,1.017179012298583984e+01,1.199777221679687500e+01,1.397702980041503906e+01,1.607751464843750000e+01,1.825457572937011719e+01,2.045069885253906250e+01,2.259605216979980469e+01,2.460994911193847656e+01,2.640331840515136719e+01,2.788215065002441406e+01,2.895185279846191406e+01,2.952231216430664062e+01,2.951340866088867188e+01,2.886057853698730469e+01,2.752008819580078125e+01,2.547353363037109375e+01,2.273115539550781250e+01,1.933365249633789062e+01,1.535217952728271484e+01,1.088642692565917969e+01,6.060800552368164062e+00,1.018878459930419922e+00,-4.083535194396972656e+00,-9.086278915405273438e+00,-1.383310031890869141e+01,-1.817970848083496094e+01,-2.200105857849121094e+01,-2.519733047485351562e+01,-2.769822883605957031e+01,-2.946533393859863281e+01,-3.049240684509277344e+01,-3.080372428894042969e+01,-3.045072174072265625e+01,-2.950721168518066406e+01,-2.806367492675781250e+01,-2.622109603881835938e+01,-2.408479690551757812e+01,-2.175867652893066406e+01,-1.934026908874511719e+01,-1.691677474975585938e+01,-1.456226730346679688e+01,-1.233607578277587891e+01,-1.028228378295898438e+01,-8.430191040039062500e+00,-6.795562267303466797e+00,-5.382428646087646484e+00,-4.185222148895263672e+00,-3.191045045852661133e+00,-2.381878376007080078e+00,-1.736614108085632324e+00
